eng,twi,count,source_files
coll,mbobɔe,0,09_Twi-Dictionary_parallel
coll,mmobɔe,0,09_Twi-Dictionary_parallel
coll,mmobɔeɛ,0,09_Twi-Dictionary_parallel
collaborate,bom yɔ,0,09_Twi-Dictionary_parallel
collaborate,bom yɛ,0,09_Twi-Dictionary_parallel
collaborate,bɔ mu yɛ,0,09_Twi-Dictionary_parallel
collaboration,nkabom,0,09_Twi-Dictionary_parallel
collaboration,nkabom koroyɛ/biakoyɛ,0,04_mathematics-glossary
collaboration,nkabɔ,0,09_Twi-Dictionary_parallel
collaborative discussion,kuw nyinaa nkɔmmɔ,0,13_ela_twi_parallel
collapse,dwirl,0,09_Twi-Dictionary_parallel
collapse,dwirlw,0,09_Twi-Dictionary_parallel
collapse,dwirw,0,09_Twi-Dictionary_parallel
collar,abokoŋ,0,02_english-twi-dictionary
collar,akyekyerekọnmu,0,02_english-twi-dictionary
collar,kọn mu dukū,0,02_english-twi-dictionary
collar,mm,0,02_english-twi-dictionary
collar-bone,kokom' dompe,0,02_english-twi-dictionary
colleague,nyɛnko,0,09_Twi-Dictionary_parallel
colleague,yonko,0,09_Twi-Dictionary_parallel
colleague,yọṅkọ-dẅumayẹfo,0,02_english-twi-dictionary
colleague,ɔyɔnko,0,09_Twi-Dictionary_parallel
collect,Gyegye,0,03_science-glossary
collect,boa ano,0,02_english-twi-dictionary
collect,daṅ ka,0,02_english-twi-dictionary
collect,gye,0,02_english-twi-dictionary
collect,gye/anoboa,0,07_hs_living_environment_twi_parallel
collect,gyegye,0,09_Twi-Dictionary_parallel
collect,gyigye,0,09_Twi-Dictionary_parallel
collect,"gyigye tō, sika",0,02_english-twi-dictionary
collect,mboano,0,09_Twi-Dictionary_parallel
collect,mmoano,0,09_Twi-Dictionary_parallel
collect,reboaboa ano,0,08_hs_physics_twi_parallel
collect taxes,gye tow,0,05_elementary_social_studies_twi
collection,anoboabóá,0,02_english-twi-dictionary
collection,anoboade,0,02_english-twi-dictionary
collection,mmoaboano,0,02_english-twi-dictionary
collective,nkabom kwan so,0,12_hs_global_history_twi_parallel
collective security,nyinaa ahobammɔ,0,12_hs_global_history_twi_parallel
collector,anoboafo,0,02_english-twi-dictionary
collector,towgyenyl,0,09_Twi-Dictionary_parallel
collector,tōgyefo,0,02_english-twi-dictionary
collector,ɔtogyeni,0,09_Twi-Dictionary_parallel
collector,ɔtowgyeni,0,09_Twi-Dictionary_parallel
college,assembly ṅhyiam,0,02_english-twi-dictionary
college,asọfosũafofi,0,02_english-twi-dictionary
college,seminary asũaekẹse,0,02_english-twi-dictionary
college,suabea,0,09_Twi-Dictionary_parallel
college,suabew,0,09_Twi-Dictionary_parallel
college,suapɔn,0,16_Twi-census-Glossary_parallel
college,sukuu ntoasoɔ,0,09_Twi-Dictionary_parallel
collide,Apem,0,03_science-glossary
collide,apem mu,0,09_Twi-Dictionary_parallel
collide,hyla,0,09_Twi-Dictionary_parallel
collide,redi ahyiamu,0,08_hs_physics_twi_parallel
collier,gyab. ṅkőrọn tufo,0,02_english-twi-dictionary
collier,gyabirutufo,0,02_english-twi-dictionary
colliery,gyabiru-ṅkőrọn,0,02_english-twi-dictionary
collins,Aborɔnoma,0,09_Twi-Dictionary_parallel
collision,Nkasianim,0,06_hs_chemistry_twi
collision,apem,0,09_Twi-Dictionary_parallel
collision,mpempemso,0,02_english-twi-dictionary
collision,mpemso,0,09_Twi-Dictionary_parallel
collision,mpemsoo,0,09_Twi-Dictionary_parallel
collision,mpomdo,0,09_Twi-Dictionary_parallel
collision,pem,0,02_english-twi-dictionary
colloidal dispersion,kolɛde peteɛ,0,07_hs_living_environment_twi_parallel
colloquy,sẹmọdebọ,0,02_english-twi-dictionary
colloquy,ṅkọmmọ,0,02_english-twi-dictionary
coln,bɔ,0,09_Twi-Dictionary_parallel
coln,sika,0,09_Twi-Dictionary_parallel
coln,sika mpren-pranneɛ,0,09_Twi-Dictionary_parallel
colon,esiprenu,0,09_Twi-Dictionary_parallel
colon,nsono awieeɛ,0,07_hs_living_environment_twi_parallel
colon,osiperennu,0,02_english-twi-dictionary
colonel,osafohempanyiṅ,0,02_english-twi-dictionary
colonel,osafohene,0,02_english-twi-dictionary
colonial,otubrafo,0,09_Twi-Dictionary_parallel
colonial,otubrafoɔ,0,09_Twi-Dictionary_parallel
colonial,ɔmansodi bere mu,0,05_elementary_social_studies_twi
colonialism,abremponsmdie,0,09_Twi-Dictionary_parallel
colonialism,ɔman foforo sodi,0,12_hs_global_history_twi_parallel
colonist,otubrafoɔ,0,09_Twi-Dictionary_parallel
colonist,otubranyi,0,09_Twi-Dictionary_parallel
colonists,aman ntam atukɔfo,0,05_elementary_social_studies_twi
colonize,tu kɔtena,0,09_Twi-Dictionary_parallel
colonize,tu kɔtena baabi,0,09_Twi-Dictionary_parallel
colonize,tu kɔtra,0,09_Twi-Dictionary_parallel
colonize,tu kɔtsena,0,09_Twi-Dictionary_parallel
colonnade,abranna,0,09_Twi-Dictionary_parallel
colony,asase,0,02_english-twi-dictionary
colony,atubrafoɔ,0,09_Twi-Dictionary_parallel
colony,atutrãfo kũro,0,02_english-twi-dictionary
colony,kŭro,0,02_english-twi-dictionary
colony,mansin,0,09_Twi-Dictionary_parallel
colony,mansini,0,09_Twi-Dictionary_parallel
color,Ahosuo,0,03_science-glossary
coloration,aboa/nnua ahosu,0,09_Twi-Dictionary_parallel
coloration,ahosuoyɛ,0,07_hs_living_environment_twi_parallel
colorimeter,kɔla ade susufiri,0,06_hs_chemistry_twi
colossal,kotompo,0,09_Twi-Dictionary_parallel
colossal,kɛse,0,09_Twi-Dictionary_parallel
colossal,kɛseɛ,0,09_Twi-Dictionary_parallel
colossal,sramm,0,09_Twi-Dictionary_parallel
colossal,sramo,0,09_Twi-Dictionary_parallel
colour,aduru,0,02_english-twi-dictionary
colour,ahabammono,0,02_english-twi-dictionary
colour,ahosu,0,09_Twi-Dictionary_parallel
colour,akasebibiri,0,02_english-twi-dictionary
colour,akasehoa,0,02_english-twi-dictionary
colour,akutuhono,0,02_english-twi-dictionary
colour,ani,0,09_Twi-Dictionary_parallel
colour,apopobibiri,0,02_english-twi-dictionary
colour,aṅkàhóno,0,02_english-twi-dictionary
colour,dãmrãma n. a.,0,02_english-twi-dictionary
colour,enyl,0,09_Twi-Dictionary_parallel
colour,fufufitã,0,02_english-twi-dictionary
colour,ho,0,09_Twi-Dictionary_parallel
colour,hwɛbea,0,09_Twi-Dictionary_parallel
colour,mogya,0,02_english-twi-dictionary
colour,nfonin,0,09_Twi-Dictionary_parallel
colour,nnodoe,0,02_english-twi-dictionary
colour,nsọ,0,02_english-twi-dictionary
colour,su,0,09_Twi-Dictionary_parallel
colour,ɛho,0,09_Twi-Dictionary_parallel
colours,frankaa,0,09_Twi-Dictionary_parallel
colours,ofraṅkã,0,02_english-twi-dictionary
colporteur,ṅh. pẹwadifo,0,02_english-twi-dictionary
colporteur,ṅhõma koṅkosifo,0,02_english-twi-dictionary
colt,afunumu,0,09_Twi-Dictionary_parallel
colt,"opọṅkoba, pl. a--mma",0,02_english-twi-dictionary
colt,ɔponkoba-berima,0,09_Twi-Dictionary_parallel
colt,ɔsoa nneɛma ba,0,09_Twi-Dictionary_parallel
columbium,kolombiɔm,0,06_hs_chemistry_twi
column,Afa,0,03_science-glossary
column,odum,0,09_Twi-Dictionary_parallel
column,"odum, pl. a",0,02_english-twi-dictionary
columnist,sɛnkyerɛwfoɔ,0,09_Twi-Dictionary_parallel
coma,akɔtɔmboronsa,0,09_Twi-Dictionary_parallel
coma,dobosa,0,09_Twi-Dictionary_parallel
comb,afe,0,09_Twi-Dictionary_parallel
comb,afẹ,0,02_english-twi-dictionary
comb,"cock's-, akokọ adáme",0,02_english-twi-dictionary
comb,dam,0,09_Twi-Dictionary_parallel
comb,dame,0,09_Twi-Dictionary_parallel
comb,"honey-, ewokyẹm",0,02_english-twi-dictionary
comb,"snails'-, ṅwakyẹm",0,02_english-twi-dictionary
comb,sẹreṅ,0,02_english-twi-dictionary
comb,wonkyɛm,0,09_Twi-Dictionary_parallel
combat,akōdi,0,02_english-twi-dictionary
combat,ko tia,0,07_hs_living_environment_twi_parallel
combat,kọ,0,02_english-twi-dictionary
combat,ɔko,0,09_Twi-Dictionary_parallel
combat,ọkọ,0,02_english-twi-dictionary
combatant,ɔkofo,0,09_Twi-Dictionary_parallel
combative,ntɔkwapɛfoɔ,0,09_Twi-Dictionary_parallel
combination,Nkabom/ka fra,0,07_hs_living_environment_twi_parallel
combination,ahorow nkabom,0,06_hs_chemistry_twi
combination,mfakãhọ,0,02_english-twi-dictionary
combination,nkabomu,0,09_Twi-Dictionary_parallel
combination,nkabɔmu,0,09_Twi-Dictionary_parallel
combination,ṅkãbọhọ,0,02_english-twi-dictionary
combine,bɔ mu,0,09_Twi-Dictionary_parallel
combine,ekuo,0,09_Twi-Dictionary_parallel
combine,ekuw,0,09_Twi-Dictionary_parallel
combine,kuw,0,09_Twi-Dictionary_parallel
combine,kyere beresã,0,02_english-twi-dictionary
combine,kã.. bọm,0,02_english-twi-dictionary
combined gas laws,mframa mmara nkabom,0,06_hs_chemistry_twi
combustible,ndam,0,09_Twi-Dictionary_parallel
combustible,nnam,0,09_Twi-Dictionary_parallel
combustible,ɛkyere gya,0,09_Twi-Dictionary_parallel
combustion,ade a ɛrehyew,0,06_hs_chemistry_twi
combustion,unyahyeé,0,02_english-twi-dictionary
combustion,ɔhyew,0,09_Twi-Dictionary_parallel
combustion,ɔhyɛɛ,0,09_Twi-Dictionary_parallel
combustion,ọhye,0,02_english-twi-dictionary
come,befi,0,02_english-twi-dictionary
come,bra,0,09_Twi-Dictionary_parallel
come,"down, si fam",0,02_english-twi-dictionary
come,du,0,02_english-twi-dictionary
come,duru,0,02_english-twi-dictionary
come,fi adi,0,02_english-twi-dictionary
come,fi mu,0,02_english-twi-dictionary
come,"forth, fi",0,02_english-twi-dictionary
come,gyae,0,02_english-twi-dictionary
come,"off, fi",0,02_english-twi-dictionary
come,pue,0,02_english-twi-dictionary
come,te,0,02_english-twi-dictionary
come,teu,0,02_english-twi-dictionary
come,wie,0,02_english-twi-dictionary
come,yi nehọ adi,0,02_english-twi-dictionary
come to nought,adi nkuguo,0,09_Twi-Dictionary_parallel
come!,ber' ō!,0,17_A Dictionary of the Asante and Fante Language_mono
comedy,aseresɛm,0,09_Twi-Dictionary_parallel
comedy,aserewɛm,0,09_Twi-Dictionary_parallel
comely,fɛ,0,09_Twi-Dictionary_parallel
comely,fɛw,0,09_Twi-Dictionary_parallel
comet,nsorommatua-odua,0,09_Twi-Dictionary_parallel
comet,usoromatua-odua,0,02_english-twi-dictionary
comet,worabakosondua,0,09_Twi-Dictionary_parallel
comfort,awerɛkyekyere,0,09_Twi-Dictionary_parallel
comfort,awẹrebá,0,02_english-twi-dictionary
comfort,awẹrekyekye,0,02_english-twi-dictionary
comfort,condole mạ due,0,02_english-twi-dictionary
comfort,dárèkãñã,0,02_english-twi-dictionary
comfort,hye-deṅ,0,02_english-twi-dictionary
comfort,kyekye.. wẹre,0,02_english-twi-dictionary
comfort,kyekyewert,0,09_Twi-Dictionary_parallel
comfortable,Ahodwoɔ/ahotɔ,0,03_science-glossary
comfortable,ateyie,0,09_Twi-Dictionary_parallel
comfortable,ɔte apɔ,0,09_Twi-Dictionary_parallel
comfortable,ɛte apɔ,0,09_Twi-Dictionary_parallel
comfortable,ɛyɛ,0,09_Twi-Dictionary_parallel
comforter,kyigyinafo,0,02_english-twi-dictionary
comforter,okyigyinafoɔ,0,09_Twi-Dictionary_parallel
comforter,werekyekyefo,0,02_english-twi-dictionary
comforter,ɔboafoɔ,0,09_Twi-Dictionary_parallel
comforter,ɔwerɛkyekyefoɔ,0,09_Twi-Dictionary_parallel
comfy,wote apɔ,0,09_Twi-Dictionary_parallel
comic,sere,0,09_Twi-Dictionary_parallel
comic,serew,0,09_Twi-Dictionary_parallel
comity,ayamu-yie,0,09_Twi-Dictionary_parallel
comity,ayamye,0,09_Twi-Dictionary_parallel
comma,nsanee,0,09_Twi-Dictionary_parallel
comma,nsanho,0,09_Twi-Dictionary_parallel
comma,nsanhɔ,0,13_ela_twi_parallel
comma,nsaṅho,0,02_english-twi-dictionary
command,ahyɛdeɛ,0,09_Twi-Dictionary_parallel
command,hye,0,02_english-twi-dictionary
command,hyɛ,0,09_Twi-Dictionary_parallel
command,kã kyere,0,02_english-twi-dictionary
command,pĩa,0,02_english-twi-dictionary
command,pĩapĩa,0,02_english-twi-dictionary
command,tẽetẽe,0,02_english-twi-dictionary
command-ant,nsrafopanyiṅ,0,02_english-twi-dictionary
command-ant,opĩafo,0,02_english-twi-dictionary
commander,opiafoɔ,0,09_Twi-Dictionary_parallel
commander,oplafo,0,09_Twi-Dictionary_parallel
commander,osafohene,0,02_english-twi-dictionary
commander,osahene,0,02_english-twi-dictionary
commander,sahen,0,09_Twi-Dictionary_parallel
commander,sahene,0,09_Twi-Dictionary_parallel
commanders staff,mmarahyɛ-poma,0,09_Twi-Dictionary_parallel
commandment,ahyede,0,02_english-twi-dictionary
commandment,asem,0,02_english-twi-dictionary
commandment,mbra,0,09_Twi-Dictionary_parallel
commandment,mmara,0,09_Twi-Dictionary_parallel
commandment,mmăra,0,02_english-twi-dictionary
commemorate,kaa,0,09_Twi-Dictionary_parallel
commemorate,kae,0,09_Twi-Dictionary_parallel
commemorate,nkaeɛ,0,09_Twi-Dictionary_parallel
commence,bɔ ase,0,09_Twi-Dictionary_parallel
commence,bɔ aseɛ,0,09_Twi-Dictionary_parallel
commence,hyɛ ase,0,09_Twi-Dictionary_parallel
commence,see begin,0,02_english-twi-dictionary
commencement,ahyɛase,0,09_Twi-Dictionary_parallel
commencement,mmɔase,0,09_Twi-Dictionary_parallel
commencement,mmɔaseɛ,0,09_Twi-Dictionary_parallel
commend,de hye.. nsa,0,02_english-twi-dictionary
commend,fa hyɛ nsa,0,09_Twi-Dictionary_parallel
commend,yi.. aye,0,02_english-twi-dictionary
commendation,nkamfo,0,09_Twi-Dictionary_parallel
commendation,nkamfoo,0,09_Twi-Dictionary_parallel
commensurate,pɛ,0,09_Twi-Dictionary_parallel
commensurate,pɛr,0,09_Twi-Dictionary_parallel
comment,ka ho asɛm,0,09_Twi-Dictionary_parallel
commentary,asekyere,0,02_english-twi-dictionary
commentary,asɛkyerɛ,0,09_Twi-Dictionary_parallel
commentary,ho asɛm,0,09_Twi-Dictionary_parallel
commentary,ɛho asɛm,0,09_Twi-Dictionary_parallel
commentary,ṅhoma,0,02_english-twi-dictionary
commentary,ṅkyerease,0,02_english-twi-dictionary
commentary,ṅkyerekyeremu,0,02_english-twi-dictionary
commerce,abatadi,0,02_english-twi-dictionary
commerce,adwadie,0,09_Twi-Dictionary_parallel
commerce,aguadi,0,09_Twi-Dictionary_parallel
commerce,agũadi,0,02_english-twi-dictionary
commerce,bàtá,0,02_english-twi-dictionary
commerce,edwadie,0,11_hs_us_history_twi_parallel
commerce,guadi,0,09_Twi-Dictionary_parallel
commercial,adwadie,0,08_hs_physics_twi_parallel
commercial,ɛfie asetenasɛm,0,09_Twi-Dictionary_parallel
commercial revolution,aguadi mu nsesa,0,12_hs_global_history_twi_parallel
commiserate,hu mmɔbɔ,0,09_Twi-Dictionary_parallel
commiserate,hu mmɔbɔr,0,09_Twi-Dictionary_parallel
commiseration,ehumbɔbɔr,0,09_Twi-Dictionary_parallel
commiseration,mmoborohunu,0,02_english-twi-dictionary
commiseration,mmɔbɔrhunu,0,09_Twi-Dictionary_parallel
commiseration,timoboye,0,02_english-twi-dictionary
commissary,boafo,0,09_Twi-Dictionary_parallel
commissary,oboasomafo,0,02_english-twi-dictionary
commissary,ɔboafo,0,09_Twi-Dictionary_parallel
commissary,ɔboafoɔ,0,09_Twi-Dictionary_parallel
commission,apamfo,0,09_Twi-Dictionary_parallel
commission,de hye.. nsa,0,02_english-twi-dictionary
commission,duadua apamfo,0,09_Twi-Dictionary_parallel
commission,konkosifoɔ akatua,0,09_Twi-Dictionary_parallel
commission,mfasoɔ,0,04_mathematics-glossary
commission,mmati,0,02_english-twi-dictionary
commission,mmatito,0,02_english-twi-dictionary
commission,mmatito mmati-reto,0,09_Twi-Dictionary_parallel
commission,paw obi,0,09_Twi-Dictionary_parallel
commission,ɔsoma,0,09_Twi-Dictionary_parallel
commissioner,bɔfo,0,09_Twi-Dictionary_parallel
commissioner,di mã-năgũa,0,02_english-twi-dictionary
commissioner,"distr.-,l.3.",0,02_english-twi-dictionary
commissioner,ɔbɔfo,0,09_Twi-Dictionary_parallel
commissioner,ɔbɔfoɔ,0,09_Twi-Dictionary_parallel
commit,bo,0,02_english-twi-dictionary
commit,bɔ,0,09_Twi-Dictionary_parallel
commit,de hye.. nsa,0,02_english-twi-dictionary
commit,ye,0,02_english-twi-dictionary
commit,yɔ,0,09_Twi-Dictionary_parallel
commit,yɛ,0,09_Twi-Dictionary_parallel
commitment,ahofama,0,09_Twi-Dictionary_parallel
commitment,hyɛ nokware bɔ,0,09_Twi-Dictionary_parallel
commitment,obi daa asɛyɛdeɛ,0,09_Twi-Dictionary_parallel
committee,aboayifo,0,02_english-twi-dictionary
committee,apamfo,0,09_Twi-Dictionary_parallel
committee,apamfoɔ,0,09_Twi-Dictionary_parallel
committee,asempatereasafo tikese,0,02_english-twi-dictionary
committee,asempateredwuma mpanyimfo,0,02_english-twi-dictionary
committee,boayikuw/bagua,0,11_hs_us_history_twi_parallel
commodious,emu bae,0,09_Twi-Dictionary_parallel
commodity,adetɔneɛ,0,11_hs_us_history_twi_parallel
commodity,adwadeɛ,0,09_Twi-Dictionary_parallel
commodity,aguade,0,09_Twi-Dictionary_parallel
commodity,agũade,0,02_english-twi-dictionary
commodity,ahõdwudwo,0,02_english-twi-dictionary
commodity,eguadze,0,09_Twi-Dictionary_parallel
commodity,ehõ ade,0,02_english-twi-dictionary
commodity,mfaso,0,02_english-twi-dictionary
commodore,ɔposo asraafɔɔ panyin,0,09_Twi-Dictionary_parallel
common,abu so,0,02_english-twi-dictionary
common,deɛ obiara nim,0,07_hs_living_environment_twi_parallel
common,kwasafodeɛ,0,09_Twi-Dictionary_parallel
common,kwasafodze,0,09_Twi-Dictionary_parallel
common,mbordo,0,09_Twi-Dictionary_parallel
common,mmusoo,0,09_Twi-Dictionary_parallel
common,mmusu,0,09_Twi-Dictionary_parallel
common,nea eka,0,02_english-twi-dictionary
common,ɛho nnyɛ nna,0,09_Twi-Dictionary_parallel
common cold,Papun,0,07_hs_living_environment_twi_parallel
common good,nea obiara pɛ,0,12_hs_global_history_twi_parallel
common good,obiara yiyedi,0,05_elementary_social_studies_twi
common law,sɛnnahɔ mmara,0,12_hs_global_history_twi_parallel
common monkey,Kwakuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
common person,papahwekwa,0,09_Twi-Dictionary_parallel
common sense,nyansa,0,11_hs_us_history_twi_parallel
common-person,apafwekwa,0,02_english-twi-dictionary
common-person,ohuhuni,0,02_english-twi-dictionary
commonwealth,kwasafo-máṅ,0,02_english-twi-dictionary
commonwealth,kwàmaṅ-máṅ,0,02_english-twi-dictionary
commonwealth,kwàmaṅfo,0,02_english-twi-dictionary
commonwealth,man,0,09_Twi-Dictionary_parallel
commonwealth,oman,0,09_Twi-Dictionary_parallel
commonwealth,omaṅ,0,02_english-twi-dictionary
commonwealth,ɔman,0,09_Twi-Dictionary_parallel
communicable,nsan yareɛ,0,07_hs_living_environment_twi_parallel
communicant,Awurade Adi-diasekofo,0,02_english-twi-dictionary
communicate,Dinkitaho,0,03_science-glossary
communicate,bo amane,0,02_english-twi-dictionary
communicate,di atomãnã,0,02_english-twi-dictionary
communicate,di nsáwoso,0,02_english-twi-dictionary
communicate,kase,0,02_english-twi-dictionary
communicate,kyereu,0,02_english-twi-dictionary
communicate,mã asõ te,0,02_english-twi-dictionary
communicate,mãnã ṅhoma,0,02_english-twi-dictionary
communication,Nkutahodie,0,07_hs_living_environment_twi_parallel
communication,amanebo,0,02_english-twi-dictionary
communication,asem a woate,0,02_english-twi-dictionary
communication,kase,0,02_english-twi-dictionary
communications,nkɔmɔdie,0,16_Twi-census-Glossary_parallel
communion,asafo,0,02_english-twi-dictionary
communion,ayoṅkõfa,0,02_english-twi-dictionary
communion,di twakã,0,02_english-twi-dictionary
communion,nsawoso,0,02_english-twi-dictionary
communion,twakãdi,0,02_english-twi-dictionary
communion,twáwe,0,02_english-twi-dictionary
communism,kwasafodepe,0,02_english-twi-dictionary
communist Party,kɔmunist Amanyɔkuw,0,12_hs_global_history_twi_parallel
communities,mpotam ahorow,0,05_elementary_social_studies_twi
community,Mpɔtam,0,11_hs_us_history_twi_parallel
community,Mpɔtɛmo,0,03_science-glossary
community,asàfofo,0,02_english-twi-dictionary
community,kuro,0,16_Twi-census-Glossary_parallel
community,kwàsafo,0,02_english-twi-dictionary
community,mpotam,0,05_elementary_social_studies_twi
community,omaṅ,0,02_english-twi-dictionary
community member,kuro ba,0,16_Twi-census-Glossary_parallel
community organizer,kuro anoboaboafo,0,16_Twi-census-Glossary_parallel
community service,mpotam adwumayɛ,0,05_elementary_social_studies_twi
compact,anodi,0,02_english-twi-dictionary
compact,apàm,0,02_english-twi-dictionary
compact,tirimbo,0,05_elementary_social_studies_twi
companion,adamfo,0,02_english-twi-dictionary
companion,afe,0,02_english-twi-dictionary
companion,mfefó,0,02_english-twi-dictionary
companion,mpráprafo,0,02_english-twi-dictionary
companion,mpãmfó,0,02_english-twi-dictionary
companion,ohõkãfo,0,02_english-twi-dictionary
companion,oyoṅkõ,0,02_english-twi-dictionary
companion,tipeṅfó,0,02_english-twi-dictionary
companion,yānom,0,02_english-twi-dictionary
company,asafo,0,02_english-twi-dictionary
company,ayoṅkõfa,0,02_english-twi-dictionary
company,feku,0,02_english-twi-dictionary
company,kū,0,02_english-twi-dictionary
company,kū-tõ,0,02_english-twi-dictionary
company,míefo,0,02_english-twi-dictionary
company,okosofeku,0,02_english-twi-dictionary
company band,asafo feku,0,02_english-twi-dictionary
company captains,Asafoatsefo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
